negatives
"frozenset({'P83876', 'AndrogenReceptor', 'O75643'})"
"frozenset({'Q96A35', 'P58012', 'AndrogenReceptor'})"
"frozenset({'Q9Y5X2', 'AndrogenReceptor', 'Q9Y5K8'})"
"frozenset({'AndrogenReceptor', 'Q9NVM4', 'P62805'})"
"frozenset({'Q9H444', 'AndrogenReceptor', 'Q96K19'})"
"frozenset({'Q8NAA4', 'O14980', 'AndrogenReceptor'})"
"frozenset({'Q9UBX1', 'AndrogenReceptor', 'Q15165'})"
"frozenset({'AndrogenReceptor', 'Q13702', 'Q15751'})"
"frozenset({'Q9C0C7', 'AndrogenReceptor', 'P17980'})"
"frozenset({'Q13895', 'AndrogenReceptor', 'Q9Y250'})"
"frozenset({'Q13838', 'AndrogenReceptor', 'Q99496'})"
"frozenset({'P62873', 'P10911', 'AndrogenReceptor'})"
"frozenset({'Q9HCE1', 'AndrogenReceptor', 'O95476'})"
"frozenset({'Q9NRM7', 'Q9H1A4', 'AndrogenReceptor'})"
"frozenset({'Q86T03', 'AndrogenReceptor', 'Q8N806'})"
"frozenset({'Q9H2J4', 'AndrogenReceptor', 'P34897'})"
"frozenset({'Q6ZU80', 'AndrogenReceptor', 'Q5SZL2'})"
"frozenset({'Q9Y2Q3', 'Q8NBQ5', 'AndrogenReceptor'})"
"frozenset({'P62191', 'P62244', 'AndrogenReceptor'})"
"frozenset({'P11388', 'AndrogenReceptor', 'O00567'})"
"frozenset({'Q96LA8', 'AndrogenReceptor', 'O95391'})"
"frozenset({'Q96E40', 'AndrogenReceptor', 'O95967'})"
"frozenset({'Q16254', 'P33993', 'AndrogenReceptor'})"
"frozenset({'O75367', 'Q8IYW5', 'AndrogenReceptor'})"
"frozenset({'Q9BYR8', 'AndrogenReceptor', 'Q7Z3H4'})"
"frozenset({'AndrogenReceptor', 'Q7Z6Z7', 'P40227'})"
"frozenset({'P82932', 'AndrogenReceptor', 'Q13064'})"
"frozenset({'O15143', 'Q13153', 'AndrogenReceptor'})"
"frozenset({'Q8NG31', 'AndrogenReceptor', 'P29590'})"
"frozenset({'P0C0L5', 'P11226', 'AndrogenReceptor'})"
"frozenset({'P17931', 'Q14112', 'AndrogenReceptor'})"
"frozenset({'P40939', 'P12755', 'AndrogenReceptor'})"
"frozenset({'Q7Z2E3', 'O60506', 'AndrogenReceptor'})"
"frozenset({'Q8TAD8', 'Q13535', 'AndrogenReceptor'})"
"frozenset({'P05423', 'Q9Y5X4', 'AndrogenReceptor'})"
"frozenset({'O94964', 'Q9H9E1', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P68431', 'Q96CP2'})"
"frozenset({'AndrogenReceptor', 'Q96C55', 'Q14839'})"
"frozenset({'P20618', 'AndrogenReceptor', 'Q92466'})"
"frozenset({'AndrogenReceptor', 'Q13555', 'Q8N3V7'})"
"frozenset({'P50222', 'P01570', 'AndrogenReceptor'})"
"frozenset({'Q8N5N7', 'AndrogenReceptor', 'Q9BYC9'})"
"frozenset({'P35638', 'AndrogenReceptor', 'Q15759'})"
"frozenset({'P21246', 'Q15714', 'AndrogenReceptor'})"
"frozenset({'P13010', 'AndrogenReceptor', 'P52848'})"
"frozenset({'Q14807', 'AndrogenReceptor', 'Q9UHJ3'})"
"frozenset({'P04150', 'Q9UBK2', 'AndrogenReceptor'})"
"frozenset({'P68363', 'AndrogenReceptor', 'Q9UBN7'})"
"frozenset({'AndrogenReceptor', 'P62736', 'O00567'})"
"frozenset({'AndrogenReceptor', 'P62195', 'P11473'})"
"frozenset({'Q9BWH6', 'AndrogenReceptor', 'Q96P70'})"
"frozenset({'Q9Y2Q3', 'Q9H993', 'AndrogenReceptor'})"
"frozenset({'P50222', 'AndrogenReceptor', 'Q9Y5V3'})"
"frozenset({'P48059', 'AndrogenReceptor', 'Q96KQ7'})"
"frozenset({'P10109', 'AndrogenReceptor', 'P99999'})"
"frozenset({'AndrogenReceptor', 'P46087', 'P06748'})"
"frozenset({'Q99728', 'AndrogenReceptor', 'P16104'})"
"frozenset({'Q8WVC6', 'O43638', 'AndrogenReceptor'})"
"frozenset({'P20226', 'P41235', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P78347', 'Q13547'})"
"frozenset({'P68400', 'AndrogenReceptor', 'P61964'})"
"frozenset({'Q16740', 'Q9Y2S7', 'AndrogenReceptor'})"
"frozenset({'Q8N122', 'Q8TB45', 'AndrogenReceptor'})"
"frozenset({'O43291', 'AndrogenReceptor', 'P49815'})"
"frozenset({'P17612', 'AndrogenReceptor', 'P63104'})"
"frozenset({'Q86SG6', 'AndrogenReceptor', 'P62993'})"
"frozenset({'Q9UII4', 'P04629', 'AndrogenReceptor'})"
"frozenset({'P62888', 'AndrogenReceptor', 'P83731'})"
"frozenset({'Q9HAV0', 'AndrogenReceptor', 'P14416'})"
"frozenset({'P36578', 'Q9GZL7', 'AndrogenReceptor'})"
"frozenset({'P37840', 'AndrogenReceptor', 'Q9Y6H5'})"
"frozenset({'Q8N187', 'P09651', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q16181', 'Q96RS0'})"
"frozenset({'P62280', 'AndrogenReceptor', 'P63220'})"
"frozenset({'Q02080', 'Q8WW24', 'AndrogenReceptor'})"
"frozenset({'Q9BRN9', 'Q9UDX5', 'AndrogenReceptor'})"
"frozenset({'Q92692', 'AndrogenReceptor', 'Q15223'})"
"frozenset({'P25098', 'Q8NGQ4', 'AndrogenReceptor'})"
"frozenset({'Q96I27', 'P60372', 'AndrogenReceptor'})"
"frozenset({'P35998', 'Q8TEX9', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P68371', 'P16455'})"
"frozenset({'Q16526', 'AndrogenReceptor', 'P30153'})"
"frozenset({'P63000', 'AndrogenReceptor', 'Q13233'})"
"frozenset({'Q06203', 'AndrogenReceptor', 'Q13418'})"
"frozenset({'Q12756', 'Q99750', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9HAT0', 'Q8TBB1'})"
"frozenset({'P30622', 'AndrogenReceptor', 'Q9UPY8'})"
"frozenset({'Q9H2U2', 'O95817', 'AndrogenReceptor'})"
"frozenset({'O60573', 'AndrogenReceptor', 'Q9UPY8'})"
"frozenset({'Q05516', 'P49715', 'AndrogenReceptor'})"
"frozenset({'Q9NX14', 'AndrogenReceptor', 'O95167'})"
"frozenset({'O00141', 'P29966', 'AndrogenReceptor'})"
"frozenset({'P06401', 'P38398', 'AndrogenReceptor'})"
"frozenset({'Q02252', 'O60684', 'AndrogenReceptor'})"
"frozenset({'Q5QNW6', 'Q9BTM1', 'AndrogenReceptor'})"
"frozenset({'Q9UPQ9', 'Q15468', 'AndrogenReceptor'})"
"frozenset({'P46779', 'Q00839', 'AndrogenReceptor'})"
"frozenset({'Q99877', 'Q13111', 'AndrogenReceptor'})"
"frozenset({'Q16659', 'Q13177', 'AndrogenReceptor'})"
"frozenset({'P48382', 'AndrogenReceptor', 'Q6P1J9'})"
"frozenset({'Q13131', 'Q6VAB6', 'AndrogenReceptor'})"
"frozenset({'Q9NR45', 'AndrogenReceptor', 'P14550'})"
"frozenset({'P07686', 'AndrogenReceptor', 'P35268'})"
"frozenset({'Q9UBT7', 'Q99551', 'AndrogenReceptor'})"
"frozenset({'P08709', 'P00742', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9NZC7', 'P31942'})"
"frozenset({'Q92956', 'AndrogenReceptor', 'Q9UHV9'})"
"frozenset({'P05771', 'P13591', 'AndrogenReceptor'})"
"frozenset({'Q16777', 'Q96DB2', 'AndrogenReceptor'})"
"frozenset({'P22897', 'AndrogenReceptor', 'P20648'})"
"frozenset({'Q16543', 'P42677', 'AndrogenReceptor'})"
"frozenset({'Q96CF2', 'AndrogenReceptor', 'Q8WUM4'})"
"frozenset({'Q8NB46', 'AndrogenReceptor', 'O75170'})"
"frozenset({'Q6IN85', 'AndrogenReceptor', 'Q13085'})"
"frozenset({'Q9UIW2', 'AndrogenReceptor', 'P15153'})"
"frozenset({'Q9H7E9', 'AndrogenReceptor', 'Q13685'})"
"frozenset({'P12532', 'AndrogenReceptor', 'P21796'})"
"frozenset({'P61077', 'AndrogenReceptor', 'Q9UM11'})"
"frozenset({'P54725', 'AndrogenReceptor', 'O14757'})"
"frozenset({'Q8WW36', 'Q5T619', 'AndrogenReceptor'})"
"frozenset({'P14373', 'Q9Y217', 'AndrogenReceptor'})"
"frozenset({'Q13315', 'Q8TAQ5', 'AndrogenReceptor'})"
"frozenset({'Q92890', 'AndrogenReceptor', 'Q8IVF5'})"
"frozenset({'Q9NRL3', 'AndrogenReceptor', 'O00506'})"
"frozenset({'P22459', 'P22460', 'AndrogenReceptor'})"
"frozenset({'Q6ZRI6', 'Q13363', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P62937', 'P61604'})"
"frozenset({'P60520', 'AndrogenReceptor', 'P55209'})"
"frozenset({'P42285', 'AndrogenReceptor', 'Q9UK59'})"
"frozenset({'AndrogenReceptor', 'Q01524', 'Q96EQ0'})"
"frozenset({'P22612', 'AndrogenReceptor', 'Q68CJ9'})"
"frozenset({'O95298', 'AndrogenReceptor', 'O75251'})"
"frozenset({'O75394', 'Q8N5N7', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P00441', 'Q9Y281'})"
"frozenset({'O75461', 'AndrogenReceptor', 'P02814'})"
"frozenset({'AndrogenReceptor', 'P62942', 'Q92990'})"
"frozenset({'Q68DD2', 'AndrogenReceptor', 'P05129'})"
"frozenset({'Q969J5', 'AndrogenReceptor', 'P05015'})"
"frozenset({'P20073', 'AndrogenReceptor', 'Q9P283'})"
"frozenset({'O95394', 'AndrogenReceptor', 'Q9H974'})"
"frozenset({'AndrogenReceptor', 'Q12923', 'Q9Y2I6'})"
"frozenset({'O43175', 'Q13286', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P60033', 'P62913'})"
"frozenset({'O95816', 'AndrogenReceptor', 'P49736'})"
"frozenset({'P61204', 'AndrogenReceptor', 'Q15717'})"
"frozenset({'Q9H1C7', 'AndrogenReceptor', 'Q9UDW1'})"
"frozenset({'Q86YW7', 'AndrogenReceptor', 'Q96T91'})"
"frozenset({'P30260', 'P63098', 'AndrogenReceptor'})"
"frozenset({'Q13145', 'AndrogenReceptor', 'P37023'})"
"frozenset({'Q969Q1', 'AndrogenReceptor', 'Q14315'})"
"frozenset({'Q9H7X7', 'Q9NQC8', 'AndrogenReceptor'})"
"frozenset({'Q9Y228', 'Q9NVK5', 'AndrogenReceptor'})"
"frozenset({'Q86Y22', 'Q96B26', 'AndrogenReceptor'})"
"frozenset({'P63261', 'AndrogenReceptor', 'Q15014'})"
"frozenset({'Q9Y265', 'AndrogenReceptor', 'P43243'})"
"frozenset({'AndrogenReceptor', 'P32969', 'P62269'})"
"frozenset({'Q01668', 'AndrogenReceptor', 'P35609'})"
"frozenset({'P01871', 'AndrogenReceptor', 'Q8NGV6'})"
"frozenset({'O94804', 'AndrogenReceptor', 'P53350'})"
"frozenset({'O94986', 'AndrogenReceptor', 'Q9Y2T2'})"
"frozenset({'O95758', 'AndrogenReceptor', 'Q8ND56'})"
"frozenset({'AndrogenReceptor', 'Q86UV5', 'Q13573'})"
"frozenset({'P11388', 'AndrogenReceptor', 'P27635'})"
"frozenset({'AndrogenReceptor', 'Q16854', 'P26378'})"
"frozenset({'O14980', 'AndrogenReceptor', 'Q8N122'})"
"frozenset({'P84022', 'AndrogenReceptor', 'P62993'})"
"frozenset({'Q00722', 'P08754', 'AndrogenReceptor'})"
"frozenset({'Q92945', 'AndrogenReceptor', 'O95166'})"
"frozenset({'O75469', 'AndrogenReceptor', 'Q16531'})"
"frozenset({'P29474', 'AndrogenReceptor', 'Q96GE6'})"
"frozenset({'P62266', 'P43146', 'AndrogenReceptor'})"
"frozenset({'Q16143', 'AndrogenReceptor', 'Q9NVR5'})"
"frozenset({'Q9NVI7', 'Q9C002', 'AndrogenReceptor'})"
"frozenset({'Q8WXI2', 'AndrogenReceptor', 'Q96KP6'})"
"frozenset({'P23527', 'AndrogenReceptor', 'Q969S8'})"
"frozenset({'P35579', 'AndrogenReceptor', 'Q9H2D6'})"
"frozenset({'Q15428', 'AndrogenReceptor', 'O75147'})"
"frozenset({'Q9NU53', 'AndrogenReceptor', 'Q9BZM4'})"
"frozenset({'P29972', 'Q5T7P2', 'AndrogenReceptor'})"
"frozenset({'Q8TAX7', 'AndrogenReceptor', 'Q9BSM1'})"
"frozenset({'Q92633', 'P19634', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P21926', 'P23229'})"
"frozenset({'Q86X19', 'AndrogenReceptor', 'Q9UID3'})"
"frozenset({'Q96K12', 'P01106', 'AndrogenReceptor'})"
"frozenset({'P07550', 'AndrogenReceptor', 'P50213'})"
"frozenset({'P25705', 'O14561', 'AndrogenReceptor'})"
"frozenset({'P12236', 'Q9NTM9', 'AndrogenReceptor'})"
"frozenset({'Q13232', 'O43765', 'AndrogenReceptor'})"
"frozenset({'P26885', 'AndrogenReceptor', 'Q15185'})"
"frozenset({'Q96T88', 'AndrogenReceptor', 'P06493'})"
"frozenset({'Q99576', 'AndrogenReceptor', 'Q9Y3Q8'})"
"frozenset({'O00483', 'AndrogenReceptor', 'O75947'})"
"frozenset({'Q99759', 'AndrogenReceptor', 'Q8IZP2'})"
"frozenset({'P35659', 'Q7Z5L9', 'AndrogenReceptor'})"
"frozenset({'P13224', 'P04275', 'AndrogenReceptor'})"
"frozenset({'O95672', 'P29016', 'AndrogenReceptor'})"
"frozenset({'P19338', 'AndrogenReceptor', 'Q8WXA9'})"
"frozenset({'O75140', 'AndrogenReceptor', 'P05412'})"
"frozenset({'Q2QGD7', 'AndrogenReceptor', 'Q99684'})"
"frozenset({'P06400', 'AndrogenReceptor', 'P83916'})"
"frozenset({'P00749', 'AndrogenReceptor', 'P11308'})"
"frozenset({'Q92835', 'AndrogenReceptor', 'P11274'})"
"frozenset({'Q9H0C8', 'P57076', 'AndrogenReceptor'})"
"frozenset({'P49821', 'AndrogenReceptor', 'O43390'})"
"frozenset({'AndrogenReceptor', 'Q6ZXV5', 'P78334'})"
"frozenset({'Q9Y5S9', 'AndrogenReceptor', 'Q96PK6'})"
"frozenset({'O00757', 'AndrogenReceptor', 'P42336'})"
"frozenset({'Q96P15', 'AndrogenReceptor', 'Q71U36'})"
"frozenset({'Q13976', 'Q9Y613', 'AndrogenReceptor'})"
"frozenset({'Q13625', 'P67870', 'AndrogenReceptor'})"
"frozenset({'P37802', 'AndrogenReceptor', 'Q9GZV4'})"
"frozenset({'P41229', 'P45974', 'AndrogenReceptor'})"
"frozenset({'Q9BT49', 'AndrogenReceptor', 'Q5JR59'})"
"frozenset({'Q86Y82', 'AndrogenReceptor', 'Q15717'})"
"frozenset({'AndrogenReceptor', 'Q16620', 'P62993'})"
"frozenset({'AndrogenReceptor', 'Q86UW9', 'Q03989'})"
"frozenset({'P12931', 'Q9NRD5', 'AndrogenReceptor'})"
"frozenset({'P22061', 'AndrogenReceptor', 'P24941'})"
"frozenset({'Q15434', 'Q96SB4', 'AndrogenReceptor'})"
"frozenset({'P47755', 'Q92614', 'AndrogenReceptor'})"
"frozenset({'Q15147', 'Q9BYG5', 'AndrogenReceptor'})"
"frozenset({'O00744', 'AndrogenReceptor', 'Q14332'})"
"frozenset({'Q09472', 'Q6NUN0', 'AndrogenReceptor'})"
"frozenset({'P02649', 'AndrogenReceptor', 'Q9BQ95'})"
"frozenset({'O60337', 'Q14807', 'AndrogenReceptor'})"
"frozenset({'Q9BT78', 'AndrogenReceptor', 'O95295'})"
"frozenset({'O43395', 'AndrogenReceptor', 'Q16181'})"
"frozenset({'P02786', 'AndrogenReceptor', 'P01889'})"
"frozenset({'Q92731', 'AndrogenReceptor', 'O00743'})"
"frozenset({'Q5T230', 'AndrogenReceptor', 'Q01860'})"
"frozenset({'Q9NYK6', 'AndrogenReceptor', 'Q08AG7'})"
"frozenset({'AndrogenReceptor', 'P05198', 'P36873'})"
"frozenset({'O60504', 'Q9BZW7', 'AndrogenReceptor'})"
"frozenset({'Q9GZX6', 'AndrogenReceptor', 'P42701'})"
"frozenset({'Q9Y215', 'AndrogenReceptor', 'Q96EQ0'})"
"frozenset({'O00231', 'AndrogenReceptor', 'P62241'})"
"frozenset({'O60566', 'AndrogenReceptor', 'P25789'})"
"frozenset({'Q53GQ0', 'P53618', 'AndrogenReceptor'})"
"frozenset({'P04004', 'P33552', 'AndrogenReceptor'})"
"frozenset({'Q96QB1', 'P11171', 'AndrogenReceptor'})"
"frozenset({'P29401', 'P37802', 'AndrogenReceptor'})"
"frozenset({'P60660', 'AndrogenReceptor', 'Q9NR12'})"
"frozenset({'Q8IUC1', 'A8MUP2', 'AndrogenReceptor'})"
"frozenset({'P21333', 'P80723', 'AndrogenReceptor'})"
"frozenset({'O14980', 'AndrogenReceptor', 'Q14693'})"
"frozenset({'AndrogenReceptor', 'P08581', 'Q96B97'})"
"frozenset({'O14558', 'AndrogenReceptor', 'Q8IUC2'})"
"frozenset({'Q9BYG5', 'P60953', 'AndrogenReceptor'})"
"frozenset({'P12814', 'AndrogenReceptor', 'P05556'})"
"frozenset({'Q9ULZ3', 'Q13501', 'AndrogenReceptor'})"
"frozenset({'Q8NGZ3', 'AndrogenReceptor', 'P22612'})"
"frozenset({'P46934', 'AndrogenReceptor', 'Q92541'})"
"frozenset({'Q06330', 'AndrogenReceptor', 'Q92993'})"
"frozenset({'P51858', 'AndrogenReceptor', 'Q96HS1'})"
"frozenset({'P06733', 'Q86T03', 'AndrogenReceptor'})"
"frozenset({'P19784', 'AndrogenReceptor', 'P16455'})"
"frozenset({'AndrogenReceptor', 'P49368', 'O43930'})"
"frozenset({'Q9UGI9', 'Q9HAV0', 'AndrogenReceptor'})"
"frozenset({'Q12834', 'AndrogenReceptor', 'O43683'})"
"frozenset({'P31946', 'AndrogenReceptor', 'Q15208'})"
"frozenset({'Q5S007', 'AndrogenReceptor', 'P02545'})"
"frozenset({'AndrogenReceptor', 'P38646', 'Q01201'})"
"frozenset({'P46199', 'Q9BYZ2', 'AndrogenReceptor'})"
"frozenset({'O15530', 'AndrogenReceptor', 'P27986'})"
"frozenset({'AndrogenReceptor', 'Q99075', 'O14672'})"
"frozenset({'Q9ULJ3', 'AndrogenReceptor', 'Q8IVT5'})"
"frozenset({'O75844', 'AndrogenReceptor', 'P21796'})"
"frozenset({'Q5HYJ3', 'Q9BQ66', 'AndrogenReceptor'})"
"frozenset({'P51665', 'Q5VIR6', 'AndrogenReceptor'})"
"frozenset({'Q96JB5', 'AndrogenReceptor', 'O75940'})"
"frozenset({'P33993', 'AndrogenReceptor', 'Q9UHB6'})"
"frozenset({'Q12888', 'AndrogenReceptor', 'Q5UIP0'})"
"frozenset({'AndrogenReceptor', 'P52292', 'P63000'})"
"frozenset({'Q9Y3A3', 'P60660', 'AndrogenReceptor'})"
"frozenset({'O43581', 'AndrogenReceptor', 'P12830'})"
"frozenset({'Q7Z3K6', 'AndrogenReceptor', 'Q92769'})"
"frozenset({'P52306', 'P04406', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9H244', 'Q9NWS8'})"
"frozenset({'AndrogenReceptor', 'Q13309', 'P62324'})"
"frozenset({'P04629', 'AndrogenReceptor', 'C9JH25'})"
"frozenset({'Q13151', 'P48556', 'AndrogenReceptor'})"
"frozenset({'Q13107', 'AndrogenReceptor', 'P35222'})"
"frozenset({'Q6ZU80', 'AndrogenReceptor', 'P53621'})"
"frozenset({'Q9H0E2', 'O43187', 'AndrogenReceptor'})"
"frozenset({'Q9UI09', 'P22695', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q8NHW5', 'Q71UM5'})"
"frozenset({'Q8NFH3', 'AndrogenReceptor', 'Q14999'})"
"frozenset({'Q99626', 'Q09472', 'AndrogenReceptor'})"
"frozenset({'P22087', 'Q9H2A9', 'AndrogenReceptor'})"
"frozenset({'Q8IYN2', 'AndrogenReceptor', 'P05067'})"
"frozenset({'P33552', 'AndrogenReceptor', 'Q13309'})"
"frozenset({'AndrogenReceptor', 'Q9H3P2', 'Q9UBU9'})"
"frozenset({'AndrogenReceptor', 'Q92993', 'Q96NT1'})"
"frozenset({'P02462', 'AndrogenReceptor', 'P05556'})"
"frozenset({'AndrogenReceptor', 'Q12929', 'Q13155'})"
"frozenset({'AndrogenReceptor', 'Q14839', 'Q8NHZ7'})"
"frozenset({'Q96D03', 'Q9UBY9', 'AndrogenReceptor'})"
"frozenset({'Q9P1Y5', 'Q5TB80', 'AndrogenReceptor'})"
"frozenset({'Q9Y2D8', 'AndrogenReceptor', 'Q9UGP5'})"
"frozenset({'P62873', 'AndrogenReceptor', 'P63215'})"
"frozenset({'AndrogenReceptor', 'O00231', 'Q14999'})"
"frozenset({'P49767', 'AndrogenReceptor', 'P08581'})"
"frozenset({'Q93052', 'AndrogenReceptor', 'Q9UJU6'})"
"frozenset({'O60573', 'AndrogenReceptor', 'Q9GZV8'})"
"frozenset({'Q01668', 'AndrogenReceptor', 'Q9UQM7'})"
"frozenset({'P51617', 'AndrogenReceptor', 'P02545'})"
"frozenset({'Q08209', 'Q9H993', 'AndrogenReceptor'})"
"frozenset({'P53041', 'O95163', 'AndrogenReceptor'})"
"frozenset({'O95714', 'AndrogenReceptor', 'O15258'})"
"frozenset({'P01375', 'AndrogenReceptor', 'P36507'})"
"frozenset({'AndrogenReceptor', 'Q9NRX1', 'P46782'})"
"frozenset({'Q13535', 'Q8NFD5', 'AndrogenReceptor'})"
"frozenset({'P50150', 'P17252', 'AndrogenReceptor'})"
"frozenset({'P25791', 'AndrogenReceptor', 'Q8NFT6'})"
"frozenset({'Q9NX09', 'Q5T3J3', 'AndrogenReceptor'})"
"frozenset({'Q9C0C7', 'AndrogenReceptor', 'Q9UL15'})"
"frozenset({'P62995', 'AndrogenReceptor', 'O75475'})"
"frozenset({'AndrogenReceptor', 'P61165', 'P39656'})"
"frozenset({'Q16543', 'P68363', 'AndrogenReceptor'})"
"frozenset({'Q12873', 'AndrogenReceptor', 'Q01167'})"
"frozenset({'Q14197', 'Q7L3T8', 'AndrogenReceptor'})"
"frozenset({'Q9H6R6', 'AndrogenReceptor', 'Q9UBU9'})"
"frozenset({'AndrogenReceptor', 'Q6Y7W6', 'Q9UHB6'})"
"frozenset({'Q9HCE6', 'Q14161', 'AndrogenReceptor'})"
"frozenset({'Q9NRC8', 'P30153', 'AndrogenReceptor'})"
"frozenset({'P62249', 'AndrogenReceptor', 'Q7L2Z9'})"
"frozenset({'P19823', 'AndrogenReceptor', 'Q3KPI0'})"
"frozenset({'P28072', 'AndrogenReceptor', 'P28062'})"
"frozenset({'P07355', 'P05771', 'AndrogenReceptor'})"
"frozenset({'Q8NDF8', 'Q13423', 'AndrogenReceptor'})"
"frozenset({'Q96ST8', 'Q15154', 'AndrogenReceptor'})"
"frozenset({'Q9Y5B0', 'AndrogenReceptor', 'Q9ULK4'})"
"frozenset({'AndrogenReceptor', 'Q63ZY3', 'Q9BWG6'})"
"frozenset({'Q9UHX1', 'Q99728', 'AndrogenReceptor'})"
"frozenset({'A8MQ03', 'AndrogenReceptor', 'Q2WGJ6'})"
"frozenset({'Q14008', 'AndrogenReceptor', 'P02751'})"
"frozenset({'P68400', 'AndrogenReceptor', 'P25205'})"
"frozenset({'Q9UKV8', 'AndrogenReceptor', 'Q96SW2'})"
"frozenset({'AndrogenReceptor', 'Q8NFH5', 'Q9NRG9'})"
"frozenset({'Q99550', 'AndrogenReceptor', 'Q9H4A3'})"
"frozenset({'Q99832', 'Q9H7D0', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q12933', 'P46527'})"
"frozenset({'Q16543', 'AndrogenReceptor', 'P01023'})"
"frozenset({'O14980', 'AndrogenReceptor', 'Q04917'})"
"frozenset({'Q96B26', 'AndrogenReceptor', 'Q14331'})"
"frozenset({'Q9NW82', 'AndrogenReceptor', 'Q86VM9'})"
"frozenset({'P51149', 'AndrogenReceptor', 'P20020'})"
"frozenset({'P00519', 'AndrogenReceptor', 'O60674'})"
"frozenset({'Q9Y6K9', 'AndrogenReceptor', 'P08670'})"
"frozenset({'Q9BYI3', 'AndrogenReceptor', 'P12830'})"
"frozenset({'P62861', 'AndrogenReceptor', 'Q86V81'})"
"frozenset({'AndrogenReceptor', 'O43741', 'Q13422'})"
"frozenset({'P11487', 'P07333', 'AndrogenReceptor'})"
"frozenset({'P61353', 'AndrogenReceptor', 'P50914'})"
"frozenset({'O60573', 'AndrogenReceptor', 'Q04864'})"
"frozenset({'Q9P0V9', 'P11021', 'AndrogenReceptor'})"
"frozenset({'P00367', 'O60684', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P19174', 'Q01813'})"
"frozenset({'Q9ULH0', 'AndrogenReceptor', 'P46109'})"
"frozenset({'O94915', 'AndrogenReceptor', 'P46531'})"
"frozenset({'P00533', 'AndrogenReceptor', 'Q9UHD0'})"
"frozenset({'P04629', 'Q969N2', 'AndrogenReceptor'})"
"frozenset({'P53611', 'P61006', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P46459', 'O43752'})"
"frozenset({'AndrogenReceptor', 'Q8NGI3', 'O60262'})"
"frozenset({'Q92793', 'AndrogenReceptor', 'Q13950'})"
"frozenset({'Q9UL42', 'AndrogenReceptor', 'Q13427'})"
"frozenset({'Q8N0Z3', 'A2RUB6', 'AndrogenReceptor'})"
"frozenset({'Q13043', 'Q8TEX9', 'AndrogenReceptor'})"
"frozenset({'O60603', 'P09467', 'AndrogenReceptor'})"
"frozenset({'Q9BUJ0', 'P30084', 'AndrogenReceptor'})"
"frozenset({'P14921', 'AndrogenReceptor', 'P42224'})"
"frozenset({'P52907', 'AndrogenReceptor', 'P62140'})"
"frozenset({'O43790', 'AndrogenReceptor', 'Q63ZY3'})"
"frozenset({'AndrogenReceptor', 'Q13501', 'Q13555'})"
"frozenset({'Q96LR5', 'Q9UNE7', 'AndrogenReceptor'})"
"frozenset({'O43889', 'Q9HCE1', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q32MK0', 'P14649'})"
"frozenset({'AndrogenReceptor', 'Q5JR59', 'Q03933'})"
"frozenset({'Q9UBF2', 'P35606', 'AndrogenReceptor'})"
"frozenset({'P16220', 'AndrogenReceptor', 'P61964'})"
"frozenset({'AndrogenReceptor', 'P24522', 'P28715'})"
"frozenset({'Q3ZCQ8', 'Q9Y6X8', 'AndrogenReceptor'})"
"frozenset({'O96006', 'P15313', 'AndrogenReceptor'})"
"frozenset({'Q9H6T0', 'AndrogenReceptor', 'Q9BZS1'})"
"frozenset({'P00533', 'P34130', 'AndrogenReceptor'})"
"frozenset({'Q02750', 'Q8IVT5', 'AndrogenReceptor'})"
"frozenset({'Q9UBC2', 'Q9Y4E8', 'AndrogenReceptor'})"
"frozenset({'Q9UGY1', 'Q7Z2W4', 'AndrogenReceptor'})"
"frozenset({'O60260', 'AndrogenReceptor', 'P68366'})"
"frozenset({'P05455', 'P20248', 'AndrogenReceptor'})"
"frozenset({'Q9BYD6', 'AndrogenReceptor', 'P42356'})"
"frozenset({'P05231', 'AndrogenReceptor', 'P05412'})"
"frozenset({'AndrogenReceptor', 'P06748', 'P27986'})"
"frozenset({'Q96HI0', 'P61956', 'AndrogenReceptor'})"
"frozenset({'Q8N1B4', 'AndrogenReceptor', 'O75604'})"
"frozenset({'P35228', 'AndrogenReceptor', 'P17535'})"
"frozenset({'O00541', 'P55769', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9Y6E7', 'P29353'})"
"frozenset({'P27037', 'AndrogenReceptor', 'Q86UL8'})"
